Last connected at,Email,Full name,Access role,Organization,Team,Job title
,dimitri_ho@connect-tech.sncf,Dimitri Ho,viewer,Sncf Connect & Tech,it,
,come.leys@verkor.com,Come Leys,user,Verkor,,
,clementine.bourgin@verkor.com,Clementine Bourgin,user,Verkor,,
,tushar.mangalwedhekar@verkor.com,Tushar Mangalwedhekar,user,Verkor,,
,mohamad-zulkifli.bin-tambun@verkor.com,Mohamad Zulkifli Bin Tambun,user,Verkor,,
,hassen.ichba@verkor.com,Hassen Ichba,user,Verkor,,
,antoine.suray@verkor.com,Antoine Suray,user,Verkor,,
,thibault.dhont@verkor.com,Thibault Dhont,user,Verkor,,
,mohamed-li.bah@verkor.com,Mohamed Li Bah,user,Verkor,,
,ghita.abid@verkor.com,Ghita Abid,user,Verkor,,
,angelique.cousin@verkor.com,Angelique Cousin,user,Verkor,,
,pierre.delobel@raja.fr,Pierre Delobel,user,Raja,,
,gauthier.tacquet@verkor.com,Gauthier Tacquet,user,Verkor,,
,laurent.bioret@verkor.com,Laurent Bioret,user,Verkor,,
,thanh-hai.to@verkor.com,Thanh Hai To,user,Verkor,,
,nbosc@raja.fr,Nbosc,user,Raja,,
,juba.deffeur@verkor.com,Juba Deffeur,user,Verkor,,
,nurul.uzran@verkor.com,Nurul Uzran,user,Verkor,,
,samuel.decodts@verkor.com,Samuel Decodts,user,Verkor,,
,charles.wirene@verkor.com,Charles Wirene,user,Verkor,,
,tom.wotin@verkor.com,Tom Wotin,user,Verkor,,
,laurent.delcroix@verkor.com,Laurent Delcroix,user,Verkor,,
,camille.gagliano@verkor.com,Camille Gagliano,user,Verkor,,
,houssein.metlej@verkor.com,Houssein Metlej,user,Verkor,,
,mimoun.benamar@verkor.com,Mimoun Benamar,user,Verkor,,
,sylwia.kowalczyk@verkor.com,Sylwia Kowalczyk,user,Verkor,,
,fabrice.raulet@verkor.com,Fabrice Raulet,user,Verkor,,
,kenzy.hamain-isambourg@verkor.com,Kenzy Hamain Isambourg,user,Verkor,,
,g.sardari@meridiam.com,G Sardari,user,Verkor,,
,louis.rigaut@verkor.com,Louis Rigaut,user,Verkor,,
,linda.jlaiel@raja.fr,Linda Jlaiel,user,Raja,,
,anish.murali@verkor.com,Anish Murali,user,Verkor,,
,shubiao.wang@verkor.com,Shubiao Wang,user,Verkor,,
,jean-luc.porret@verkor.com,Jean Luc Porret,user,Verkor,,
,remy_galvani@connect-tech.sncf,Remy Galvani Galvani,viewer,Sncf Connect & Tech,,
,lidia.kraljevic@raja.fr,Lidia Kraljevic,user,Raja,,
,amour.mankou@verkor.com,Amour Mankou,user,Verkor,,
,yassine.ouhab@verkor.com,Yassine Ouhab,user,Verkor,,
,paul.thome@verkor.com,Paul Thome,user,Verkor,,
,ahmad-wafi.binzakaria@verkor.com,Ahmad Wafi Binzakaria,user,Verkor,,
,marine.derck@verkor.com,Marine Derck,user,Verkor,,
,suhail.usmani@verkor.com,Suhail Usmani,user,Verkor,,
,emmanuel.habert@verkor.com,Emmanuel Habert,user,Verkor,,
,cyril.kimpe@verkor.com,Cyril Kimpe,user,Verkor,,
,andre.rodrigues@verkor.com,Andre Rodrigues,user,Verkor,,
,ivano_darrigo@connect-tech.sncf,Ivano Darrigo Darrigo,viewer,Sncf Connect & Tech,,
,quentin.lemoine@verkor.com,Quentin Lemoine,user,Verkor,,
,celine.borzellino@verkor.com,Celine Borzellino,user,Verkor,,
,sandrine.teneur@verkor.com,Sandrine Teneur,user,Verkor,,
,matthieu_ruault@connect-tech.sncf,Matthieu Ruault Ruault,viewer,Sncf Connect & Tech,marketing,
,eloise.reynaert@verkor.com,Eloise Reynaert,user,Verkor,,
,mourad.lagnach@verkor.com,Mourad Lagnach,user,Verkor,,
,julien.givaudan@verkor.com,Julien Givaudan,user,Verkor,,
,benjamin.lots@verkor.com,Benjamin Lots,user,Verkor,,
,kelly.hendrick@verkor.com,Kelly Hendrick,user,Verkor,,
,lylian.denis@verkor.com,Lylian Denis,user,Verkor,,
,mohamad-ridzuan.bin-mat-sari@verkor.com,Mohamad Ridzuan Bin Mat Sari,user,Verkor,,
,maxence.berdin@verkor.com,Maxence Berdin,user,Verkor,,
,e.bossiere@meridiam.com,E Bossiere,user,Verkor,,
,peter-spencer.alciati@verkor.com,Peter Spencer Alciati,user,Verkor,,
,remi.duchet@verkor.com,Remi Duchet,user,Verkor,,
,mathis.deblock@verkor.com,Mathis Deblock,user,Verkor,,
,gurkan.gurkaynak@verkor.com,Gurkan Gurkaynak,user,Verkor,,
,nicolas.eschbach@verkor.com,Nicolas Eschbach,user,Verkor,,
,sonia_tourki@connect-tech.sncf,Sonia Tourki Tourki,viewer,Sncf Connect & Tech,,
,francois.delanoy@verkor.com,Francois Delanoy,user,Verkor,,
,sullivan.leleu@verkor.com,Sullivan Leleu,user,Verkor,,
,claire.izard@verkor.com,Claire Izard,user,Verkor,,
,rannvijay.singh@verkor.com,Rannvijay Singh,user,Verkor,,
,jocelyne_nto@connect-tech.sncf,Jocelyne Nto Nto,viewer,Sncf Connect & Tech,marketing,
,pauline.barbrau@verkor.com,Pauline Barbrau,user,Verkor,,
,julie.ratahiry@verkor.com,Julie Ratahiry,user,Verkor,,
,steve.boivin@verkor.com,Steve Boivin,user,Verkor,,
,florian_baia@connect-tech.sncf,Florian Baia Baia,viewer,Sncf Connect & Tech,,
,marie_frey@connect-tech.sncf,Marie Frey Frey,viewer,Sncf Connect & Tech,,
,marylene.dupuis@verkor.com,Marylene Dupuis,user,Verkor,,
,arthur.beretta@verkor.com,Arthur Beretta,user,Verkor,it,
,maeva_turiaf@connect-tech.sncf,Maeva Turiaf Turiaf,viewer,Sncf Connect & Tech,,
,bastien.heyd@verkor.com,Bastien Heyd,user,Verkor,,
,olivier.ferare@verkor.com,Olivier Ferare,user,Verkor,,
,kevin.lay@verkor.com,Kevin Lay,user,Verkor,,
,abdul-rafie.bin-ghazali@verkor.com,Abdul Rafie Bin Ghazali,user,Verkor,,
,camille.lepron@verkor.com,Camille Lepron,user,Verkor,,
,stephanie.vanleene@verkor.com,Stephanie Vanleene,user,Verkor,,
,ozgur.ulas@verkor.com,Ozgur Ulas,user,Verkor,,
,azre-hazwan.jafri@verkor.com,Azre Hazwan Jafri,user,Verkor,,
,adriana.iordache@verkor.com,Adriana Iordache,user,Verkor,,
,emmanuel.wellem@verkor.com,Emmanuel Wellem,user,Verkor,,
,hugo.savin@verkor.com,Hugo Savin,user,Verkor,,
,emeline.paillart@verkor.com,Emeline Paillart,user,Verkor,,
,gautham.kailas@verkor.com,Gautham Kailas,user,Verkor,,
,guillaume_perrin@connect-tech.sncf,Guillaume Perrin,viewer,Sncf Connect & Tech,it,
,mohamed.sellah@verkor.com,Mohamed Sellah,user,Verkor,,
,wilfrid.schwartz@verkor.com,Wilfrid Schwartz,user,Verkor,,
,priscillia.ayme@verkor.com,Priscillia Ayme,user,Verkor,,
,ahmad-zarizi.bin-abd-rashid@verkor.com,Ahmad Zarizi Bin Abd Rashid,user,Verkor,,
,marouane.es-sebar@verkor.com,Marouane Es Sebar,user,Verkor,,
,adrien.chalumeau@verkor.com,Adrien Chalumeau,user,Verkor,,
,steven.derolland@verkor.com,Steven Derolland,user,Verkor,,
,nicolas_deroussent@connect-tech.sncf,Nicolas Deroussent,viewer,Sncf Connect & Tech,it,
,gregoire.plouvier@verkor.com,Gregoire Plouvier,user,Verkor,,
,chiara.romeo@verkor.com,Chiara Romeo,user,Verkor,,
,hassina.berdah@verkor.com,Hassina Berdah,user,Verkor,,
,ayneric.sarazin@verkor.com,Ayneric Sarazin,user,Verkor,,
,marie.treguer@verkor.com,Marie Treguer,user,Verkor,,
,anais_landeau@connect-tech.sncf,Anais Landeau Landeau,viewer,Sncf Connect & Tech,,
,enrique.deldicque@verkor.com,Enrique Deldicque,user,Verkor,,
,florian.paindavoine@verkor.com,Florian Paindavoine,user,Verkor,,
,ambre.pain@verkor.com,Ambre Pain,user,Verkor,,
,gengiz.karaaslan@verkor.com,Gengiz Karaaslan,user,Verkor,,
,sylvain.vancayezeele@verkor.com,Sylvain Vancayezeele,user,Verkor,,
,valentin.richard@verkor.com,Valentin Richard,user,Verkor,,
,rabia_daulat@connect-tech.sncf,Rabia Daulat Daulat,viewer,Sncf Connect & Tech,,
,kevin.la-gioia@verkor.com,Kevin La Gioia,user,Verkor,,
,kamel.bouandes@verkor.com,Kamel Bouandes,user,Verkor,,
,roxana.tiron@verkor.com,Roxana Tiron,user,Verkor,,
,tom.blondez@verkor.com,Tom Blondez,user,Verkor,,
,gael.le-hir@verkor.com,Gael Le Hir,user,Verkor,,
,benoit.rabbe@verkor.com,Benoit Rabbe,user,Verkor,,
,neya.finet@verkor.com,Neya Finet,user,Verkor,,
,ahmad.mujtaba@verkor.com,Ahmad Mujtaba,user,Verkor,,
,nabil.terfassi@verkor.com,Nabil Terfassi,user,Verkor,,
,kamila.konieczko@verkor.com,Kamila Konieczko,user,Verkor,,
,sami.erretit@verkor.com,Sami Erretit,user,Verkor,,
,alexandros.karasavvas@macquarie.com,Alexandros Karasavvas,user,Verkor,,
,celine.seux@verkor.com,Celine Seux,user,Verkor,,
,flavien.seys@verkor.com,Flavien Seys,user,Verkor,,
,cyril.detriviere@verkor.com,Cyril Detriviere,user,Verkor,,
,mariam.ait-hadj@verkor.com,Mariam Ait Hadj,user,Verkor,,
,jean-louis.parat@verkor.com,Jean Louis Parat,user,Verkor,,
,cecile.talleux@verkor.com,Cecile Talleux,user,Verkor,,
,chaitanya-kumar.pandalaneni@verkor.com,Chaitanya Kumar Pandalaneni,user,Verkor,,
,jieun.tak@verkor.com,Jieun Tak,user,Verkor,,
,sbajot@raja.fr,Sbajot,user,Raja,,
,jolan.molina@verkor.com,Jolan Molina,user,Verkor,,
,wulfran.gobin@verkor.com,Wulfran Gobin,user,Verkor,,
,sylvie.decortes@raja.fr,Sylvie Decortes,manager,Raja,,
,antonin.panaget@verkor.com,Antonin Panaget,user,Verkor,,
,jeremy.landy@verkor.com,Jeremy Landy,user,Verkor,,
,benoit.descamps@verkor.com,Benoit Descamps,user,Verkor,,
,ludovic.chaumaz@verkor.com,Ludovic Chaumaz,user,Verkor,,
,fabien.butez@verkor.com,Fabien Butez,user,Verkor,,
,delphine_boivin@connect-tech.sncf,Delphine Boivin Boivin,viewer,Sncf Connect & Tech,,
,alexandre.ganne@verkor.com,Alexandre Ganne,user,Verkor,,
,desir-manolie.malemba-magnotolo@verkor.com,Desir Manolie Malemba Magnotolo,user,Verkor,,
,dylan.leroy@verkor.com,Dylan Leroy,user,Verkor,,
,luiz.benacchio@verkor.com,Luiz Benacchio,user,Verkor,,
,hugo.hondermarck@verkor.com,Hugo Hondermarck,user,Verkor,,
,jonathan.durie@verkor.com,Jonathan Durie,user,Verkor,,
,lucas.daguebert@verkor.com,Lucas Daguebert,user,Verkor,,
,yoonsub.jung@verkor.com,Yoonsub Jung,user,Verkor,,
,sylvie.duclaux@verkor.com,Sylvie Duclaux,user,Verkor,,
,philippe.hutin@verkor.com,Philippe Hutin,user,Verkor,,
,benjamin.reynaud@verkor.com,Benjamin Reynaud,user,Verkor,sales,
,veronique.massolchanussot@raja.fr,Veronique Massolchanussot,user,Raja,,
,martin.dufour@verkor.com,Martin Dufour,user,Verkor,,
,bastien.lemaitre@verkor.com,Bastien Lemaitre,user,Verkor,,
,kamel.ben-mohamed@verkor.com,Kamel Ben Mohamed,user,Verkor,,
,nelly.fontaine@verkor.com,Nelly Fontaine,user,Verkor,,
,nicolas_gipson@connect-tech.sncf,Nicolas Gipson Gipson,viewer,Sncf Connect & Tech,,
,marion.denele@verkor.com,Marion Denele,user,Verkor,,
,helene.yang@verkor.com,Helene Yang,user,Verkor,,
,yassine.jabri@verkor.com,Yassine Jabri,user,Verkor,,
,theo.schvartz@raja.fr,Theo Schvartz,user,Raja,,
,hafid.babani@verkor.com,Hafid Babani,user,Verkor,,
,safak.durmaz@verkor.com,Safak Durmaz,user,Verkor,,
,theo.duquenoy-brunet@verkor.com,Theo Duquenoy Brunet,user,Verkor,,
,viviana.estupinan-pinilla@verkor.com,Viviana Estupinan Pinilla,user,Verkor,,
,amelie.horthemel@verkor.com,Amelie Horthemel,user,Verkor,,
,corentin.brenne@verkor.com,Corentin Brenne,user,Verkor,,
,agathe.marcq@verkor.com,Agathe Marcq,user,Verkor,,
,pascale.varin.ext@raja.fr,Pascale Varin,user,Raja,,
,djaudi.vanderstraeten@verkor.com,Djaudi Vanderstraeten,user,Verkor,,
,morgan.bodhuin@verkor.com,Morgan Bodhuin,user,Verkor,,
,valentin.tramaglia@verkor.com,Valentin Tramaglia,user,Verkor,,
,quentin.pichetto@verkor.com,Quentin Pichetto,user,Verkor,,
,benoit.fertil@verkor.com,Benoit Fertil,user,Verkor,,
,mathieu.chevrier@verkor.com,Mathieu Chevrier,user,Verkor,,
,mirko.cvikic@verkor.com,Mirko Cvikic,user,Verkor,,
,jerome.dupont@verkor.com,Jerome Dupont,user,Verkor,,
,cedric_vandenbrouck@connect-tech.sncf,Cedric Vandenbrouck Vandenbrouck,viewer,Sncf Connect & Tech,,
,damien.billaudel@verkor.com,Damien Billaudel,user,Verkor,,
,ruben.brunetaud@verkor.com,Ruben Brunetaud,user,Verkor,,
,alexandre.desmettre@verkor.com,Alexandre Desmettre,user,Verkor,,
,alexandre.tramaglia@verkor.com,Alexandre Tramaglia,user,Verkor,,
,mathieu.libessart@verkor.com,Mathieu Libessart,user,Verkor,,
,melike.karaaslan@verkor.com,Melike Karaaslan,user,Verkor,,
,ihsane.chebbi@verkor.com,Ihsane Chebbi,user,Verkor,,
,matthieu.coutant@verkor.com,Matthieu Coutant,user,Verkor,,
,adem.hamza@verkor.com,Adem Hamza,user,Verkor,,
,adrien.chevrier@verkor.com,Adrien Chevrier,user,Verkor,,
,charline.prin@verkor.com,Charline Prin,user,Verkor,,
,emilie.figeac@verkor.com,Emilie Figeac,user,Verkor,,
,julien.devos@verkor.com,Julien Devos,user,Verkor,,
,nirina.barral@verkor.com,Nirina Barral,user,Verkor,,
,yannis.senicourt@verkor.com,Yannis Senicourt,user,Verkor,,
,guillaume.delavier@verkor.com,Guillaume Delavier,user,Verkor,,
,nesrine.daouki@verkor.com,Nesrine Daouki,user,Verkor,,
,zelie.christiaen@verkor.com,Zelie Christiaen,user,Verkor,,
,axel.wlodarczyk@verkor.com,Axel Wlodarczyk,user,Verkor,,
,pavankumar.gojiya@verkor.com,Pavankumar Gojiya,user,Verkor,,
,zyed.fehem@verkor.com,Zyed Fehem,user,Verkor,,
,eric.passieu.ext@raja.fr,Eric Passieu,user,Raja,,
,jeheon.kim@verkor.com,Jeheon Kim,user,Verkor,,
,audrey.bosquet@verkor.com,Audrey Bosquet,user,Verkor,,
,jean-baptiste.guet@verkor.com,Jean Baptiste Guet,user,Verkor,,
,marielle.tabey@raja.fr,Marielle Tabey,user,Raja,,
,fchelle@raja.fr,Fchelle,user,Raja,,
,dzulfaris.bin-mat-daud@verkor.com,Dzulfaris Bin Mat Daud,user,Verkor,,
,shiva-rama-krishna.sappidi@verkor.com,Shiva Rama Krishna Sappidi,user,Verkor,,
,kaoutar.mejdoubi@verkor.com,Kaoutar Mejdoubi,user,Verkor,,
,alexis.krammer@verkor.com,Alexis Krammer,user,Verkor,,
,emmanuel_cordente@connect-tech.sncf,Emmanuel Cordente,viewer,Sncf Connect & Tech,it,
,lucas.de-sainte-maresville@verkor.com,Lucas De Sainte Maresville,user,Verkor,,
,theo.hochart@verkor.com,Theo Hochart,user,Verkor,,
,anne-claire_arnould@connect-tech.sncf,Anne-Claire Arnould,viewer,Sncf Connect & Tech,sales,
,mickael.alaguiry@verkor.com,Mickael Alaguiry,user,Verkor,,
,abdelhadi.mrad@verkor.com,Abdelhadi Mrad,user,Verkor,,
,saad.el-kabili@verkor.com,Saad El Kabili,user,Verkor,,
,steve_gauthier@connect-tech.sncf,Steve Gauthier,viewer,Sncf Connect & Tech,it,
,aleksandra.kopij@verkor.com,Aleksandra Kopij,user,Verkor,,
,sylvie.azais@raja.fr,Sylvie Azais,user,Raja,,
,julien.simien-baron@verkor.com,Julien Simien Baron,user,Verkor,,
,damien.flamein@verkor.com,Damien Flamein,user,Verkor,,
,cecile_grenier@connect-tech.sncf,Cecile Grenier,viewer,Sncf Connect & Tech,,
,anthony.kimpe@verkor.com,Anthony Kimpe,user,Verkor,,
,audrey.jablonowski@verkor.com,Audrey Jablonowski,user,Verkor,,
,bilel.el-yandouzi@verkor.com,Bilel El Yandouzi,user,Verkor,,
,etienne_meillat@connect-tech.sncf,Etienne Meillat,admin,Sncf Connect & Tech,it,
,djibril.fomba@verkor.com,Djibril Fomba,user,Verkor,,
,matthieu.miellot@verkor.com,Matthieu Miellot,user,Verkor,,
,ayush.lamichhane@verkor.com,Ayush Lamichhane,user,Verkor,,
,roberto.cumbo@verkor.com,Roberto Cumbo,user,Verkor,,
,francois_ozanne@connect-tech.sncf,Francois Ozanne Ozanne,viewer,Sncf Connect & Tech,,
,stephane_legier@connect-tech.sncf,Stephane Legier,viewer,Sncf Connect & Tech,finance,
,ayoub.rebai@verkor.com,Ayoub Rebai,user,Verkor,,
,rokhaya_ndiour@connect-tech.sncf,Rokhaya Ndiour,viewer,Sncf Connect & Tech,other,
,bertrand_blais@connect-tech.sncf,Bertrand Blais,viewer,Sncf Connect & Tech,other,
,muhammad-firdaus.bin-othman@verkor.com,Muhammad Firdaus Bin Othman,user,Verkor,,
,paul.toniolo@verkor.com,Paul Toniolo,user,Verkor,,
,dalila.maameri@verkor.com,Dalila Maameri,user,Verkor,,
,flora.robin@verkor.com,Flora Robin,user,Verkor,,
,vvarlet@raja.fr,Vvarlet,user,Raja,,
,bryan.harvel@raja.fr,Bryan Harvel,user,Raja,,
,christopher.udodiegwu@verkor.com,Christopher Udodiegwu,user,Verkor,,
,hugo.prins@verkor.com,Hugo Prins,user,Verkor,,
,muhammad-afiq.bin-mohd-hairollah@verkor.com,Muhammad Afiq Bin Mohd Hairollah,user,Verkor,,
,david.larcher@verkor.com,David Larcher,user,Verkor,,
,franck.kritsch@verkor.com,Franck Kritsch,user,Verkor,,
,guillaume.lorcerie@verkor.com,Guillaume Lorcerie,user,Verkor,,
,txomin.mesplou@verkor.com,Txomin Mesplou,user,Verkor,,
,nicolas.leroy@verkor.com,Nicolas Leroy,user,Verkor,,
,imad.mansouri@verkor.com,Imad Mansouri,user,Verkor,,
,agustina.jayat@verkor.com,Agustina Jayat,user,Verkor,,
,tony.gillot@verkor.com,Tony Gillot,user,Verkor,,
,youri.koulou@verkor.com,Youri Koulou,user,Verkor,,
,nolan.lievin@verkor.com,Nolan Lievin,user,Verkor,,
,vijay.torosamy@verkor.com,Vijay Torosamy,user,Verkor,,
,esteban.sneck@verkor.com,Esteban Sneck,user,Verkor,,
,aude.fernandez@verkor.com,Aude Fernandez,user,Verkor,,
,aymeric.coppin@verkor.com,Aymeric Coppin,user,Verkor,,
,elise.mawart@verkor.com,Elise Mawart,user,Verkor,,
,radouane.matmed@verkor.com,Radouane Matmed,user,Verkor,,
,corentin.lozachmeur@verkor.com,Corentin Lozachmeur,user,Verkor,,
,jessy.hochart@verkor.com,Jessy Hochart,user,Verkor,,
,severine.humbert@raja.fr,Severine Humbert,user,Raja,,
,thomas.vangrevelynghe@verkor.com,Thomas Vangrevelynghe,user,Verkor,,
,david.durand@verkor.com,David Durand,user,Verkor,,
,hyungtae.moon@verkor.com,Hyungtae Moon,user,Verkor,,
,florian.wintrebert@verkor.com,Florian Wintrebert,user,Verkor,,
,bryan.degrave@verkor.com,Bryan Degrave,user,Verkor,,
,leo.jankowiak@verkor.com,Leo Jankowiak,user,Verkor,,
,zineb.labiad@verkor.com,Zineb Labiad,user,Verkor,,
,jordan.alves@verkor.com,Jordan Alves,user,Verkor,,
,audrey.verplaetse@verkor.com,Audrey Verplaetse,user,Verkor,,
,david_lignereux@connect-tech.sncf,David Lignereux Lignereux,viewer,Sncf Connect & Tech,,
,david.bailleux@verkor.com,David Bailleux,user,Verkor,,
,paul.minvielle@verkor.com,Paul Minvielle,user,Verkor,,
,amir.tlili@verkor.com,Amir Tlili,user,Verkor,,
,emmanuel.fernez@verkor.com,Emmanuel Fernez,user,Verkor,,
,sabrina_kareb@connect-tech.sncf,Sabrina Kareb Kareb,viewer,Sncf Connect & Tech,hr,
,lawane.yahia@verkor.com,Lawane Yahia,user,Verkor,,
,hyuk.shin@verkor.com,Hyuk Shin,user,Verkor,,
,matthieu.peron@verkor.com,Matthieu Peron,user,Verkor,,
,valentin.burghgraeve@verkor.com,Valentin Burghgraeve,user,Verkor,,
,franck.fonteyne@verkor.com,Franck Fonteyne,user,Verkor,,
,mathilde.delavallade@verkor.com,Mathilde Delavallade,user,Verkor,,
,alix.lambry@verkor.com,Alix Lambry,user,Verkor,,
,hojin.lee@verkor.com,Hojin Lee,user,Verkor,,
,jeremie.waeles@verkor.com,Jeremie Waeles,user,Verkor,,
,thomas.dumont@verkor.com,Thomas Dumont,user,Verkor,,
,joffrey_bougard@connect-tech.sncf,Joffrey Bougard Bougard,viewer,Sncf Connect & Tech,,
,muhammad-redzuan.bin-baherudin@verkor.com,Muhammad Redzuan Bin Baherudin,user,Verkor,,
,simon_fournier@connect-tech.sncf,Simon Fournier Fournier,viewer,Sncf Connect & Tech,,
,nicolas.rousselle@verkor.com,Nicolas Rousselle,user,Verkor,,
,keven.senicourt@verkor.com,Keven Senicourt,user,Verkor,,
,jakub.koziel@verkor.com,Jakub Koziel,user,Verkor,,
,jimmy.soares@verkor.com,Jimmy Soares,user,Verkor,,
,muriel_kossibale@connect-tech.sncf,Muriel Kossibale Kossibale,viewer,Sncf Connect & Tech,,
,robin.leclercq@verkor.com,Robin Leclercq,user,Verkor,,
,romain.hembert@verkor.com,Romain Hembert,user,Verkor,,
,kawter.benzineb@verkor.com,Kawter Benzineb,user,Verkor,,
,samir.chaouchi@verkor.com,Samir Chaouchi,user,Verkor,,
,lucas.legrand@verkor.com,Lucas Legrand,user,Verkor,,
,maxime.marchal@verkor.com,Maxime Marchal,user,Verkor,,
,helene.obaton@verkor.com,Helene Obaton,user,Verkor,,
,corentin.glachet@verkor.com,Corentin Glachet,user,Verkor,,
,michael.leclercq@verkor.com,Michael Leclercq,user,Verkor,,
,jibril.sahraoui@verkor.com,Jibril Sahraoui,user,Verkor,,
,durga-shankar.palivela@verkor.com,Durga Shankar Palivela,user,Verkor,,
,alexandre.audouard@verkor.com,Alexandre Audouard,user,Verkor,,
,yann.cossart@verkor.com,Yann Cossart,user,Verkor,,
,mathieu.coubel@verkor.com,Mathieu Coubel,user,Verkor,,
,melanie.leroux@verkor.com,Melanie Leroux,user,Verkor,,
,hamza.elmadkoury@verkor.com,Hamza Elmadkoury,user,Verkor,,
,ludovic.brongniart@verkor.com,Ludovic Brongniart,user,Verkor,,
,khadidja_toure@ext.connect-tech.sncf,Khadidja Toure Toure,viewer,Sncf Connect & Tech,,
,ozge.omurca@verkor.com,Ozge Omurca,user,Verkor,,
,muhammad-muadzam-shah.bin-ab-ahmid@verkor.com,Muhammad Muadzam Shah Bin Ab Ahmid,user,Verkor,,
,cong-loc.hoang@verkor.com,Cong Loc Hoang,user,Verkor,,
,baptiste.delecourt@verkor.com,Baptiste Delecourt,user,Verkor,,
,mohammad.rasoulzadeh@verkor.com,Mohammad Rasoulzadeh,user,Verkor,,
,kevin.hubben@verkor.com,Kevin Hubben,user,Verkor,,
,axel.danel@verkor.com,Axel Danel,user,Verkor,,
,damien.lahay@verkor.com,Damien Lahay,user,Verkor,,
,marie.okinda@verkor.com,Marie Okinda,user,Verkor,,
,laure.chanroux@raja.fr,Laure Chanroux,user,Raja,,
,marion.barends@verkor.com,Marion Barends,user,Verkor,,
,julien.schwob@raja.fr,Julien Schwob,user,Raja,,
,stephane.cresson@verkor.com,Stephane Cresson,user,Verkor,,
,paul.cartier@verkor.com,Paul Cartier,user,Verkor,,
,olivier.belet@verkor.com,Olivier Belet,user,Verkor,,
,mohd.bin-azidee@verkor.com,Mohd Bin Azidee,user,Verkor,,
,pierre_moulins@connect-tech.sncf,Pierre Moulins Moulins,viewer,Sncf Connect & Tech,operations,
,pierre.bridenne@verkor.com,Pierre Bridenne,user,Verkor,,
,romain.bourel@verkor.com,Romain Bourel,user,Verkor,,
,barnabas.akoje@verkor.com,Barnabas Akoje,user,Verkor,,
,maxime.neuville@verkor.com,Maxime Neuville,user,Verkor,,
,paulo.soares@verkor.com,Paulo Soares,user,Verkor,,
,cedric.lagadec@verkor.com,Cedric Lagadec,user,Verkor,,
,julien.bally@verkor.com,Julien Bally,user,Verkor,,
,valentin.poisson@verkor.com,Valentin Poisson,user,Verkor,,
,antoine.pfister@verkor.com,Antoine Pfister,user,Verkor,,
,logan.blonde@verkor.com,Logan Blonde,user,Verkor,,
,eric_mayenaquiby@connect-tech.sncf,Eric Mayenaquiby Mayenaquiby,viewer,Sncf Connect & Tech,,
,ankit-rajesh.agarwal@verkor.com,Ankit Rajesh Agarwal,user,Verkor,,
,luis-guilherme.fermino-lemos@verkor.com,Luis Guilherme Fermino Lemos,user,Verkor,,
,jean-charles.herbaut@verkor.com,Jean Charles Herbaut,user,Verkor,,
,sabrina.decoudu@verkor.com,Sabrina Decoudu,user,Verkor,,
,valentin.mezin@verkor.com,Valentin Mezin,user,Verkor,,
,youssef.haouari@verkor.com,Youssef Haouari,user,Verkor,,
,marc.gondran@verkor.com,Marc Gondran,user,Verkor,,
,antoine.ewin@verkor.com,Antoine Ewin,user,Verkor,,
,celine.lannoy@verkor.com,Celine Lannoy,user,Verkor,,
,lucas.lehouck@verkor.com,Lucas Lehouck,user,Verkor,,
,kumaravelo.balrajoo@verkor.com,Kumaravelo Balrajoo,user,Verkor,,
,afrison@raja.fr,Afrison,user,Raja,,
,boris.matthiss@verkor.com,Boris Matthiss,user,Verkor,,
,eya.sahli@verkor.com,Eya Sahli,user,Verkor,,
,julie.raude@verkor.com,Julie Raude,user,Verkor,,
,leo.merchat@verkor.com,Leo Merchat,user,Verkor,,
,jimmy.voniez@verkor.com,Jimmy Voniez,user,Verkor,,
,loick.laurent@verkor.com,Loick Laurent,user,Verkor,,
,john.kim@verkor.com,John Kim,user,Verkor,,
,michel.arnone@verkor.com,Michel Arnone,user,Verkor,,
,kgard@raja.fr,Kgard,user,Raja,,
,simon.tapiero@verkor.com,Simon Tapiero,user,Verkor,other,
,laurent.bomble@verkor.com,Laurent Bomble,user,Verkor,,
,aurelie.pean@verkor.com,Aurelie Pean,user,Verkor,,
,davina.laheye@verkor.com,Davina Laheye,user,Verkor,,
,matheo.mszanowski@verkor.com,Matheo Mszanowski,user,Verkor,,
,emilie.gras@verkor.com,Emilie Gras,manager,Verkor,legal,
,romane.houzier@raja.fr,Romane Houzier,user,Raja,,
,nathan.delattre@verkor.com,Nathan Delattre,user,Verkor,,
,pauline.toulouse@verkor.com,Pauline Toulouse,user,Verkor,,
,baptiste.tunno@verkor.com,Baptiste Tunno,user,Verkor,,
,caroline.buszikowski@verkor.com,Caroline Buszikowski,user,Verkor,,
,sandra.talik@verkor.com,Sandra Talik,user,Verkor,,
,ali.abakar@verkor.com,Ali Abakar,user,Verkor,,
,smain.benahmed@verkor.com,Smain Benahmed,user,Verkor,,
,camille.januel@verkor.com,Camille Januel,user,Verkor,,
,thomas.blondel@verkor.com,Thomas Blondel,user,Verkor,,
,arshad.wahab@verkor.com,Arshad Wahab,user,Verkor,,
,david.lebrun@verkor.com,David Lebrun,user,Verkor,,
,mohd-zulhelmi.bin-mohamed@verkor.com,Mohd Zulhelmi Bin Mohamed,user,Verkor,,
,sofian.hachmaoui@verkor.com,Sofian Hachmaoui,user,Verkor,,
